"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear"
"R_7ZUfZ0EoHO82Ct3","Rhode Island","Network of sites within one state/province","Lonicera",3,"Starting earlier or ending later for other reasons","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_7LtBVQF3oMdXK43","Rhode Island","Network of sites within one state/province","Lonicera",2,"I don't know","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_6v6zS7fh3pNYONc","Rhode Island","Single site","Lonicera",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_7ruVXN9zGGFj8PP","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3yyfFWg95WycPex","","","Lonicera",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","","",2026
"R_1JJfcg6oyDxaT5A","Massachusetts"," Other (please specify)","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_11o17QfsvfWApgk","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","Other",2026
"R_6lmHqDoeOsHSoaS","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Lonicera",6,"I don't know","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1IK1zmHYH4eQYCk","","","Lonicera",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Industry/Private Sector",2026
"R_5Wq0E6HaA5m9qff","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_3ARL2cDGTk7zKgA","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years"," Federal Government",2026
"R_6LLpweNUzNwXVK0","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_7m7C7EaiBeZJQaV","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_5qUrwQvpvR9WCbu","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Lonicera",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","State Government",2026
"R_5P7oHOKNRPxEdVi","Rhode Island","Multi-state network of sites","Lonicera",6,"I don't know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7juXrkATSSXEEWR","Rhode Island","Single site","Lonicera",10,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026
"R_6TeQWnjYuiUib97","","","Lonicera",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2026
"R_72Qcgs1SBusLtRG","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6nZmztnJcwl9AVb","","","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_37Vfwq15uXhdIgh","Rhode Island","Single site","Lonicera",10,"Other","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1rulinctmzIgvBI","","","Lonicera",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2026
"R_6OPWPfcr0PAOayV","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","Academia/University",2026
"R_7UruNBQd0Y8n6Ux","","","Lonicera",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2026
"R_1VJGG3FtP1BNjqh","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_3NEXolvT2aoz9fJ","Massachusetts","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_5kz0oYyfOiMttKx","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","County Government",2026
"R_8jIzNg7tthD13SR","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","",2026
"R_7pKymxAKzskP9AS","Wisconsin","Multi-state network of sites","Lonicera",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6TwcquuD3bjEFcR","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5gHFiq6DKC8WPVl","Ontario","Network of sites within one state/province","Lonicera",30,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1EtnCOEq5OaDHli","Massachusetts"," Other (please specify)","Lonicera",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026
"R_123YdmqmEk1Jkot","Vermont","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6jVAdbjxfGf7ZNc","Maryland","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6cjtxoiHCtyfyOA","Pennsylvania","Network of sites within one state/province","Lonicera",9,"I don't know","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_3PQOLiHs19fSpEi","Virginia","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Lonicera",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026
"R_5O3mluByqkoar8r","Massachusetts","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1PALD5SJImcu0vW","New Jersey","Single site","Lonicera",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","Less than 2 years","Academia/University",2026
"R_5qfHk2zmaDiFB9H","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_7xsgqy7R36JZXWN","Maine","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7NE7qkhIcoxGnzW","Massachusetts","Network of sites within one state/province","Lonicera",10,"I don't know","Invasive plant management ","6 to 10 years","State Government",2026
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Lonicera",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Lonicera",6,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Other",2026
"R_7O1zEpgPIT3fhG0","Massachusetts"," Other (please specify)","Lonicera",NA,NA,"Invasive plant research/science","10+ years","State Government",2026
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Lonicera",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Lonicera",3,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Lonicera",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Lonicera",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Lonicera",19,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026
"R_7VJD9wh9e3dIbhT","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","County Government",2026
"R_3r3onaMYzRWNDnM","Michigan","Network of sites within one state/province","Lonicera",6,NA,"Invasive plant management ","6 to 10 years","County Government",2026
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Lonicera",1,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7eIWAtq2GMEMKZB","","","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","County Government",2026
"R_5pzvxrP2azfmvYJ","Michigan","Network of sites within one state/province","Lonicera",14,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Other",2026
"R_1SiSMaprnccNWqw","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","Academia/University",2026
"R_159fMUBbmt98DlL","Pennsylvania","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","10+ years","County Government",2026
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Lonicera",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_1CCn7PCFILz7KFm","Vermont","Network of sites within one state/province","Lonicera",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Lonicera",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_6lGDmKoRK5yHshi","Maine","Single site","Lonicera",23,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Lonicera",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","County Government",2026
"R_3e8YdoUiS4iZyX0","Michigan","Network of sites within one state/province","Lonicera",6,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026
"R_1sgWsf7L6yujFg5","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6k5s99xAPEwJubB","","","Lonicera",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Industry/Private Sector",2026
"R_5rPb2zVGsc4pAbH","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7B9gKVBYajQN8hK","Vermont","Single site","Lonicera",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1rToJidTCVDG2zt","","","Lonicera",NA,NA,"","","",2026
"R_3v2sceCCfhGq8lq","","","Lonicera",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2026
"R_32gPxxtyQJpSRY3","","","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_3xWmMycsOGyULC1","","","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_3QXZGwcQhPlWvgJ","","","Lonicera",NA,NA,"Invasive plant management ","Less than 2 years","Industry/Private Sector",2026
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Lonicera",10,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026
"R_3hWNnsHnfqeyPMg","Nova Scotia"," Other (please specify)","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_3PSIjLonB3jZ76Z","Massachusetts","Network of sites within one state/province","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1ScfuL7XgzhpxaV","","","Lonicera",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2026
"R_8R7GRWI3GXEnwBA","","","Lonicera",NA,NA,"Invasive plant management ","Less than 2 years","Other",2026
"R_1LaAlozsBlD295T","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_6lrYkWkKQhouXhn","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_50qjuaKK1fHxlN2","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3YsNgjgIfC3NqDf","Ontario","Network of sites within one state/province","Lonicera",NA,"I don't know","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_1OfwKlCXtu2ZYoa","Vermont"," Other (please specify)","Lonicera",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_7jZpgrqPT21G0fj","Vermont","Single site","Lonicera",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026
"R_72kkuad3qhapSZX","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_5f0dgF6wdYD8aPv","Maine","Network of sites within one state/province","Lonicera",20,"I don't know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5hQBXjZIjlvOnwI","","","Lonicera",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1qy7WTheMwbhV4L","","","Lonicera",NA,NA,"Invasive plant management ","","",2026
"R_74tUh5A4LYDIC7C","","","Lonicera",NA,NA,"Invasive plant research/science","10+ years","Academia/University",2026
"R_5qkCGdkYMrMi4mi","","","Lonicera",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
