"ResponseId","state","juris","species","dur","freqchange","field","career","agency","surveyYear"
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Lonicera",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","County Government",2026
"R_3e8YdoUiS4iZyX0","Michigan","Network of sites within one state/province","Lonicera",6,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026
"R_1sgWsf7L6yujFg5","","","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6k5s99xAPEwJubB","","","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Industry/Private Sector",2026
"R_5rPb2zVGsc4pAbH","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7B9gKVBYajQN8hK","Vermont","Single site","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1rToJidTCVDG2zt","","","Lonicera",NA,"","","","",2026
"R_3v2sceCCfhGq8lq","","","Lonicera",NA,"","Invasive plant management ","10+ years"," Federal Government",2026
"R_32gPxxtyQJpSRY3","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_3xWmMycsOGyULC1","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_3QXZGwcQhPlWvgJ","","","Lonicera",NA,"","Invasive plant management ","Less than 2 years","Industry/Private Sector",2026
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Lonicera",10,"At the same frequency due to no change in phenology","Invasive plant research/science","6 to 10 years","Other",2026
"R_3hWNnsHnfqeyPMg","Nova Scotia"," Other (please specify)","Lonicera",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_3PSIjLonB3jZ76Z","Massachusetts","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1ScfuL7XgzhpxaV","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_8R7GRWI3GXEnwBA","","","Lonicera",NA,"","Invasive plant management ","Less than 2 years","Other",2026
"R_1LaAlozsBlD295T","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_6lrYkWkKQhouXhn","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_50qjuaKK1fHxlN2","","","Lonicera",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3YsNgjgIfC3NqDf","Ontario","Network of sites within one state/province","Lonicera",NA,"I don’t know","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_1OfwKlCXtu2ZYoa","Vermont"," Other (please specify)","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_7jZpgrqPT21G0fj","Vermont","Single site","Lonicera",15,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","State Government",2026
"R_72kkuad3qhapSZX","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_5f0dgF6wdYD8aPv","Maine","Network of sites within one state/province","Lonicera",20,"I don’t know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5hQBXjZIjlvOnwI","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1qy7WTheMwbhV4L","","","Lonicera",NA,"","Invasive plant management ","","",2026
"R_74tUh5A4LYDIC7C","","","Lonicera",NA,"","Invasive plant research/science","10+ years","Academia/University",2026
"R_5qkCGdkYMrMi4mi","","","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6k7nGmAzbYCMRWh","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3czW0elEWrqM3dv","","","Lonicera",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3zf23EpPGWmmgbT","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_5Wv4cSQFvRcSQJo","","","Lonicera",NA,"","","","",2026
"R_6qz95LjQZYg8Q3h","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Other",2026
"R_1r2wFkyc0KCotlD","","","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2026
"R_39bmMHLSDMvJn7X","Kentucky","","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7trEkkEa4dBA5bM","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_7MuGpUDOlJPDdV5","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","",2026
"R_5IWAlbGZL3GFq67","","","Lonicera",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_7KUC02XqiV6Bqnd","Pennsylvania","Network of sites within one state/province","Lonicera",4,"I don’t know","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5S7zyRYMYbjwkjv","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6GdBoCs86X7eZOA","Massachusetts","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_5LbQSP06StAQnss","Massachusetts","Multi-state network of sites","Lonicera",4,"I don’t know","Invasive plant management ","6 to 10 years","Other",2026
"R_6aQAI6BcidxDPt7","Wisconsin","Network of sites within one state/province","Lonicera",8,"I don’t know","Invasive plant management ","6 to 10 years","County Government",2026
"R_5OBOhf0OnReyYgF","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_6Fo0ZopTqu7WiTn","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1dSKxWFlxmjUAqp","","","Lonicera",NA,"","","","",2026
"R_60ARNzxS7klkTeJ","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_3jDvchw2cDxqtZu","","","Lonicera",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_5TC90zZy8XOlfiw","","","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_3xVIgqFc98T9Vuf","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_10IfCIoksS1OX3o","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_1HoxFjzPiQm4m03","","","Lonicera",NA,"","Invasive plant management ","10+ years","Tribal/First Nation",2026
"R_71ZVtBlsOsKAYxH","","","Lonicera",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1cXJB7R9H2DR8Me","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_6y5SxuWb3DWCEJX","New York","Multi-state network of sites","Lonicera",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_18TmFQkpnrjFRDS","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Lonicera",18,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1CPpZZHz8wkcCeR","","","Lonicera",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_7ZJRu0abbATItQu","North Carolina","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","10+ years","County Government",2026
"R_1pRmejXRGZA9vDU","","","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_1wJZWNOKIuagkwx","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5G3TsIidDPaoaK6","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3902hyT2s9BLKoB","","","Lonicera",NA,"","","","",2026
"R_7sbq6ayzwLi9Bex","Massachusetts","Multi-state network of sites","Lonicera",NA,"I don’t know","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_70N2YgQ7thcn06s","Massachusetts"," Other (please specify)","Lonicera",NA,"","Invasive plant management ","6 to 10 years","Other",2026
"R_77YAH73ER57ZnBn","Kentucky","Network of sites within one state/province","Lonicera",15,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Academia/University",2026
"R_3G9fjD3aUkxTH1a","Maryland","Network of sites within one state/province","Lonicera",20,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_5UXKN47dXwQas3T","Wisconsin","Multi-state network of sites","Lonicera",30,"I don’t know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5RehWcfd4oBoyZP","Massachusetts","Single site","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Other",2026
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Lonicera",25,"More or less frequently for other reasons","Invasive plant management ","10+ years"," Federal Government",2026
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Lonicera",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Lonicera",25,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1CYOTQgtqXxrJVT","","","Lonicera",NA,"","Invasive plant management ","Less than 2 years","City/Municipal Government",2026
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7lReh6jChp3mr3j","","","Lonicera",NA,"","Invasive plant management ","10+ years","County Government",2026
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Lonicera",15,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Lonicera",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_30IW0CAhgxCoxyt","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_10wNFmXFZwwHl68","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_1MLq4wF0YdEl13o","","","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_539dKtH3hwOhQTV","","","Lonicera",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_74qmsdPMq35BLZY","","","Lonicera",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_1mfmWo3SZAFBgFX","New York","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_33eM59cJ5s2BcNa","","","Lonicera",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2026
"R_6Odpal5AJL9iMkL","","","Lonicera",NA,"","","","",2026
"R_5K6YqAup8jU5DGg","","","Lonicera",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Lonicera",28,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1flgE1bOQDY1J2D","Maine","Single site","Lonicera",3,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Other",2026
"R_3Xof06Wl6uTCmnD","New York","Network of sites within one state/province","Lonicera",20,"More or less frequently for other reasons","Invasive plant management ","10+ years","State Government",2026
"R_1cyXcPrvH8Eq3Dz","","","Lonicera",NA,"","","","",2026
"R_3lWumIYfy2qG65b","New York","Network of sites within one state/province","Lonicera",1,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2026
"R_70UIFBzhIKuqskM","New York","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_7NTYejGCvqGhEQB","New York","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_302k1tiovkvc8vo","","","Lonicera",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5fD2mEaMt50J8cx","New York","Network of sites within one state/province","Lonicera",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_12QSTOpecXUjRmZ","","","Lonicera",NA,"","Invasive plant management ","Less than 2 years","Nongovernmental Organization",2026
"R_5S1wzXLPgsnd5Z3","","","Lonicera",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
