"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent"
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Retnoutria",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899844826143,-0.537303438417083
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Retnoutria",4,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,0,-0.816327918030227,-0.537303438417083
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Retnoutria",30,"Treatment starting earlier due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,1,2.59838897497546,-1.85051033624031
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Retnoutria",1,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-1.21033371337704,-0.537303438417083
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Retnoutria",3,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.947663183145831,0.77590345940614
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Retnoutria",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28503632381942,0.77590345940614
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Retnoutria",6,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.553657387799021,0.77590345940614
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Retnoutria",19,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15370105870382,0.77590345940614
"R_5pzvxrP2azfmvYJ","Michigan","Network of sites within one state/province","Retnoutria",12,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Other",2026,10,1,0,0.234354202894599,0.77590345940614
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Retnoutria",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_1CCn7PCFILz7KFm","Vermont","Network of sites within one state/province","Retnoutria",8,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.290986857567814,0.77590345940614
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Retnoutria",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0283163273366078,-0.537303438417083
"R_6lGDmKoRK5yHshi","Maine","Single site","Retnoutria",23,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.67904211916623,0.77590345940614
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Retnoutria",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.947663183145831,0.77590345940614
"R_3e8YdoUiS4iZyX0","Michigan","Network of sites within one state/province","Retnoutria",3,"Starting earlier or ending later for other reasons","Invasive plant management ","6 to 10 years","County Government",2026,6,1,0,-0.947663183145831,-0.537303438417083
"R_7B9gKVBYajQN8hK","Vermont","Single site","Retnoutria",2,"Treatment starting earlier due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-1.07899844826143,0.77590345940614
"R_3YsNgjgIfC3NqDf","Ontario","Network of sites within one state/province","Retnoutria",8,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,0,-0.290986857567814,-1.85051033624031
"R_1OfwKlCXtu2ZYoa","Vermont"," Other (please specify)","Retnoutria",5,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026,2,1,1,-0.684992652914624,-1.85051033624031
"R_7jZpgrqPT21G0fj","Vermont","Single site","Retnoutria",3,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,0,-0.947663183145831,0.77590345940614
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Retnoutria",15,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,0.628359998241409,0.77590345940614
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Retnoutria",25,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,1.94171264939744,0.77590345940614
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Retnoutria",15,"Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.628359998241409,0.77590345940614
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Retnoutria",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.159651592452211,0.77590345940614
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Retnoutria",28,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,2.33571844474425,0.77590345940614
"R_3Xof06Wl6uTCmnD","New York","Network of sites within one state/province","Retnoutria",20,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","State Government",2026,10,1,0,1.28503632381942,0.77590345940614
"R_3lWumIYfy2qG65b","New York","Network of sites within one state/province","Retnoutria",1,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,0,-1.21033371337704,-0.537303438417083
"R_7NTYejGCvqGhEQB","New York","Network of sites within one state/province","Retnoutria",5,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,0,-0.684992652914624,0.77590345940614
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Retnoutria",5,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026,2,1,0,-0.684992652914624,-1.85051033624031
"R_3DHks2vVgdNJOBn","Michigan","Network of sites within one state/province","Pueria",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-0.947663183145831,-1.85051033624031
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Pueria",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Pueria",8,"Starting earlier or ending later for other reasons","Invasive plant management ","Less than 2 years","State Government",2026,0.1,1,0,-0.290986857567814,-2.47428361270634
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Pueria",3,"Treatment ending later due to changing phenology","Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.947663183145831,-0.537303438417083
"R_3PQOLiHs19fSpEi","Virginia","Network of sites within one state/province","Pueria",8,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,0,-0.290986857567814,0.77590345940614
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Pueria",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28503632381942,0.77590345940614
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Pueria",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,0,-0.0283163273366078,-0.537303438417083
"R_7ZJRu0abbATItQu","North Carolina","Network of sites within one state/province","Pueria",12,"At the same time due to no change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,0,0.234354202894599,0.77590345940614
"R_77YAH73ER57ZnBn","Kentucky","Network of sites within one state/province","Pueria",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Academia/University",2026,10,1,0,0.628359998241409,0.77590345940614
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Pueria",1,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-1.21033371337704,0.77590345940614
"R_5rHa6I5vBes9eDX","Vermont","Network of sites within one state/province","Rosa",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-0.947663183145831,-1.85051033624031
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Rosa",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.947663183145831,0.77590345940614
"R_6yLkjZOTEZ3TCvv","Pennsylvania","Network of sites within one state/province","Rosa",12,"At the same time due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,0,0.234354202894599,0.77590345940614
"R_12MfvXiIwliM6mq","Virginia","Network of sites within one state/province","Rosa",5,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026,2,1,0,-0.684992652914624,-1.85051033624031
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Rosa",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,NA,-0.537303438417083
"R_5upMJmCgVD9qgCQ","Pennsylvania","Network of sites within one state/province","Rosa",3,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Other",2026,2,1,0,-0.947663183145831,-1.85051033624031
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Rosa",9,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.159651592452211,-0.537303438417083
"R_3rk1Kc6ds2b1R97","New York","Network of sites within one state/province","Rosa",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","State Government",2026,2,1,0,-0.947663183145831,-1.85051033624031
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Rosa",10,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_13xaGsGqqLXdwtw","Michigan","Network of sites within one state/province","Rosa",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.0283163273366078,0.77590345940614
